name,sex,race,url
Mula,Female,Orc,https://en.uesp.net/wiki/Online:Mula
Mulabez,Male,Khajiit,https://en.uesp.net/wiki/Online:Mulabez
Mulabus,Male,Khajiit,https://en.uesp.net/wiki/Online:Mulabus
Mulabzag,Male,Khajiit,https://en.uesp.net/wiki/Online:Mulabzag
Mulada,Male,Redguard,NA
Mulaha,Female,Redguard,https://en.uesp.net/wiki/Online:Mulaha_al-Ojwambu
Mulaha al-Ojwambu,Female,Redguard,https://en.uesp.net/wiki/Online:Mulaha_al-Ojwambu
Mulakh,NA,Orc,https://en.uesp.net/wiki/Morrowind:Garzonk_gro-Mulakh
Mulama,Female,Khajiit,https://en.uesp.net/wiki/Online:Mulama
Mulamin,Male,Khajiit,https://en.uesp.net/wiki/Online:Mulamin
Mulamurr,Male,Khajiit,https://en.uesp.net/wiki/Online:Captain_Mulamurr
Mulatub,Male,Orc,https://en.uesp.net/wiki/Online:Mulatub_gro-Grush
Mulatub gro-Grush,Male,Orc,https://en.uesp.net/wiki/Online:Mulatub_gro-Grush
Muldroni,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Muldroni_Rendas
Muldroni Rendas,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Muldroni_Rendas
Mulgabesh,Female,Orc,https://en.uesp.net/wiki/Online:Mulgabesh
Mulgargh,Male,Orc,https://en.uesp.net/wiki/Online:Mulgargh
Mulgrul,Female,Orc,https://en.uesp.net/wiki/Online:Mulgrul
Mulgu,Male,Orc,https://en.uesp.net/wiki/Online:Mulgu
Mulgug,NA,NA,https://en.uesp.net/wiki/Online:Mulgug
Mulham,Male,Redguard,https://en.uesp.net/wiki/Online:Mulham
Mulimah,Female,Redguard,https://en.uesp.net/wiki/Online:Mulimah
Mulishsi,NA,Argonian,https://en.uesp.net/wiki/Online:Mulishsi
Mullas,Male,Dunmer,https://en.uesp.net/wiki/Online:Mullas_Aram
Mullas Aram,Male,Dunmer,https://en.uesp.net/wiki/Online:Mullas_Aram
Mulnus,Male,Imperial,https://en.uesp.net/wiki/Online:Mulnus_Veterna
Mulnus Veterna,Male,Imperial,https://en.uesp.net/wiki/Online:Mulnus_Veterna
Mulosh,NA,NA,https://en.uesp.net/wiki/Online:Mulosh
Multa,Female,Orc,https://en.uesp.net/wiki/Online:Multa
Mulur,Male,Orc,https://en.uesp.net/wiki/Online:Mulur
Mulush,Male,Orc,https://en.uesp.net/wiki/Skyrim:Mulush_gro-Shugurz
Mulush gro-Shugurz,Male,Orc,https://en.uesp.net/wiki/Skyrim:Mulush_gro-Shugurz
Mulvarion,Male,Altmer,https://en.uesp.net/wiki/Online:Mulvarion
Mulvi,Female,Dunmer,https://en.uesp.net/wiki/Online:Mulvi
Mulvise,NA,Dunmer,https://en.uesp.net/wiki/Online:Mulvise_Valyn
Mulvise Valyn,NA,Dunmer,https://en.uesp.net/wiki/Online:Mulvise_Valyn
Mulvisie,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Mulvisie_Othril
Mulvisie,Female,Dunmer,https://en.uesp.net/wiki/Online:Mulvisie_Seralas
Mulvisie Othril,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Mulvisie_Othril
Mulvisie Seralas,Female,Dunmer,https://en.uesp.net/wiki/Online:Mulvisie_Seralas
Mulzah,Female,Orc,https://en.uesp.net/wiki/Online:Mulzah
Mulzakul,Female,Orc,https://en.uesp.net/wiki/Online:Mulzakul
Mulzalt,Male,Orc,https://en.uesp.net/wiki/Online:Mulzalt
Mulzara,Female,Orc,https://en.uesp.net/wiki/Online:Mulzara
Mulzurbesh,Female,Orc,https://en.uesp.net/wiki/Online:Mulzurbesh
Munabi,NA,Dunmer,https://en.uesp.net/wiki/Online:Munabi
Munaea,Female,Khajiit,https://en.uesp.net/wiki/Online:Munaea
Munalur,Male,Khajiit,https://en.uesp.net/wiki/Online:Munalur
Munanir,Male,Khajiit,https://en.uesp.net/wiki/Online:Munanir
Munbebi,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Munbebi_Addarari
Munbebi Addarari,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Munbebi_Addarari
Munbi,Male,Dunmer,https://en.uesp.net/wiki/Online:Munbi_Svel
Munbi Svel,Male,Dunmer,https://en.uesp.net/wiki/Online:Munbi_Svel
Munch,NA,NA,https://en.uesp.net/wiki/Online:Munch
Munche,Male,Breton,https://en.uesp.net/wiki/Online:Munche
Mundrila,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Mundrila_Ienith
Mundrila Ienith,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Mundrila_Ienith
Mungro,Male,Orc,https://en.uesp.net/wiki/Online:Mungro
Mungro gro-Gurba,Male,Orc,https://en.uesp.net/wiki/Online:Mungro_gro-Gurba
Munia,NA,Imperial,https://en.uesp.net/wiki/Morrowind:Idonea_Munia
Municus,NA,Imperial,https://en.uesp.net/wiki/Online:Tersius_Municus
Munier,NA,Breton,NA
Munili,Female,Khajiit,https://en.uesp.net/wiki/Online:Munili
Munilli,Female,Khajiit,https://en.uesp.net/wiki/Lore:Rajhin_and_the_Stone_Maiden
Munius,NA,Imperial,NA
Munsora,NA,NA,https://en.uesp.net/wiki/Online:Munsora
Munubra,NA,NA,https://en.uesp.net/wiki/Online:Munubra
Munuri,Male,Khajiit,https://en.uesp.net/wiki/Online:Munuri
Munya,Female,Redguard,https://en.uesp.net/wiki/Blades:Munya
Munya,Female,Altmer,https://en.uesp.net/wiki/Online:Munya_(High_Elf)
Munya,Female,Redguard,https://en.uesp.net/wiki/Online:Munya_(Redguard)
Munyat,Male,Khajiit,https://en.uesp.net/wiki/Online:Munyat
Mur,NA,Orc,NA
Mura,Female,Khajiit,https://en.uesp.net/wiki/Online:Mura_(Khajiit)
Mura,Female,Redguard,https://en.uesp.net/wiki/Online:Mura_(Redguard)
Murag,Male,Orc,https://en.uesp.net/wiki/Morrowind:Murag_gro-Atumph
Murag gro-Atumph,Male,Orc,https://en.uesp.net/wiki/Morrowind:Murag_gro-Atumph
Murak-Lei,Female,Argonian,https://en.uesp.net/wiki/Online:Murak-Lei
Muram,Male,Khajiit,https://en.uesp.net/wiki/Online:Muram
Muramil,Male,Altmer,https://en.uesp.net/wiki/Online:Muramil
Muramskar,Male,Khajiit,https://en.uesp.net/wiki/Online:Muramskar
Muran,Male,Breton,https://en.uesp.net/wiki/Online:Brother_Muran
Muranatepa,Male,Argonian,https://en.uesp.net/wiki/Online:Muranatepa
Murarel,Male,Altmer,https://en.uesp.net/wiki/Online:Murarel
Murbak,Male,Orc,https://en.uesp.net/wiki/Blades:Murbak
Murberius,Male,Imperial,https://en.uesp.net/wiki/Morrowind:Murberius_Harmevus
Murberius Harmevus,Male,Imperial,https://en.uesp.net/wiki/Morrowind:Murberius_Harmevus
Murboga,Female,Orc,https://en.uesp.net/wiki/Online:Archivist_Murboga
Murbul,Female,Orc,https://en.uesp.net/wiki/Skyrim:Murbul
Murdan,Male,Khajiit,https://en.uesp.net/wiki/Online:Murdan
Murderil,Male,Altmer,https://en.uesp.net/wiki/Online:Murderil
Murdodosh,Male,Orc,https://en.uesp.net/wiki/Online:Murdodosh
Murdyn,Male,Dunmer,NA
Murdyn Athren,Male,Dunmer,https://en.uesp.net/wiki/Online:Murdyn_Athren
Murdyn Veralas,Male,Dunmer,https://en.uesp.net/wiki/Online:Murdyn_Veralas
Mureesh,Male,Redguard,https://en.uesp.net/wiki/Online:Mureesh
Murela,Female,Dunmer,https://en.uesp.net/wiki/Online:Murela_Beleth
Murela Beleth,Female,Dunmer,https://en.uesp.net/wiki/Online:Murela_Beleth
Murela Beleth,NA,NA,https://en.uesp.net/wiki/Online:Murela_Beleth‎
Murelda,NA,Deadra,https://en.uesp.net/wiki/Online:Murelda
Murgak,NA,Orc,https://en.uesp.net/wiki/Oblivion:Mug_gro-Murgak
Murgakh,Male,Orc,https://en.uesp.net/wiki/Oblivion:Malintus_Ancrus
Murgbakh,Male,Orc,https://en.uesp.net/wiki/Online:Murgbakh_Axe-Hands
Murgbakh Axe-Hands,Male,Orc,https://en.uesp.net/wiki/Online:Murgbakh_Axe-Hands
Murgo,NA,Orc,NA
Murgob,NA,Orc,https://en.uesp.net/wiki/Online:Guurzash_gra-Murgob
Murgol,NA,Orc,https://en.uesp.net/wiki/Morrowind:Bumbub_gro-Murgol
Murgonak,Male,Orc,https://en.uesp.net/wiki/Online:Murgonak
Murgoz,Male,Orc,https://en.uesp.net/wiki/Online:Murgoz
Murgrud,Male,Orc,https://en.uesp.net/wiki/Online:Murgrud
Muric,NA,Breton,https://en.uesp.net/wiki/Online:Vivienne_Muric
Muriel,Female,Reachman,https://en.uesp.net/wiki/Lore:The_Keepers_of_the_Razor
Muriel,Female,Breton,https://en.uesp.net/wiki/Morrowind:Muriel_Sette
Muriel,Female,Breton,https://en.uesp.net/wiki/Online:Apothecary_Muriel
Muriel Sette,Female,Breton,https://en.uesp.net/wiki/Morrowind:Muriel_Sette
Murielle,Female,Breton,https://en.uesp.net/wiki/Online:Murielle
Murielle Emain,NA,NA,https://en.uesp.net/wiki/Online:Murielle_Emain
Murien,NA,Breton,https://en.uesp.net/wiki/Online:Drivien_Murien
Muriil,Male,Dunmer,https://en.uesp.net/wiki/Online:Muriil_Othreloth
Muriil Othreloth,Male,Dunmer,https://en.uesp.net/wiki/Online:Muriil_Othreloth
Muril,Male,Dunmer,https://en.uesp.net/wiki/Online:Muril
Muril,Male,Altmer,NA
Murilam,Male,Dunmer,https://en.uesp.net/wiki/Online:Murilam_Dalen
Murilam Dalen,Male,Dunmer,https://en.uesp.net/wiki/Online:Murilam_Dalen
Murilen,Male,Dunmer,https://en.uesp.net/wiki/Online:Instructor_Murilen
Muriman,Male,Khajiit,https://en.uesp.net/wiki/Online:Muriman
Murimdak,Male,Khajiit,https://en.uesp.net/wiki/Online:Murimdak
Murk-Scale,Male,Argonian,https://en.uesp.net/wiki/Online:Murk-Scale
Murk-Watcher,Female,Argonian,https://en.uesp.net/wiki/Online:Murk-Watcher
Murka,NA,Orc,NA
Murkh,Male,Orc,https://en.uesp.net/wiki/Online:Murkh
Murkha,NA,Orc,https://en.uesp.net/wiki/Online:Shebakh_gra-Murkha
Murkub,Male,Orc,https://en.uesp.net/wiki/Morrowind:Murkub_gro-Ushul
Murkub gro-Ushul,Male,Orc,https://en.uesp.net/wiki/Morrowind:Murkub_gro-Ushul
Murlog,Male,Orc,https://en.uesp.net/wiki/Online:Murlog_gro-Shurkul
Murlog gro-Shurkul,Male,Orc,https://en.uesp.net/wiki/Online:Murlog_gro-Shurkul
Murmurs-to-Trees,Male,Argonian,https://en.uesp.net/wiki/Online:Murmurs-to-Trees
Murob,Female,Orc,https://en.uesp.net/wiki/Morrowind:Murob_gra-Loghash
Murob gra-Loghash,Female,Orc,https://en.uesp.net/wiki/Morrowind:Murob_gra-Loghash
Muron,Male,Dunmer,https://en.uesp.net/wiki/Online:Ordinator_Muron
Muronad,Male,Dunmer,https://en.uesp.net/wiki/Online:Muronad_Girvu
Muronad Girvu,Male,Dunmer,https://en.uesp.net/wiki/Online:Muronad_Girvu
Murotha,Female,Orc,https://en.uesp.net/wiki/Online:Murotha
Murrax,Female,Argonian,https://en.uesp.net/wiki/Online:Murrax
Murrius,NA,Imperial,https://en.uesp.net/wiki/Online:Senilias_Murrius
Mursold,NA,NA,https://en.uesp.net/wiki/Online:Mursold
Murta,NA,Orc,NA
Murtag,NA,Orc,https://en.uesp.net/wiki/Lore:The_Improved_Emperor%27s_Guide_to_Tamriel/Bangkorai
Murthin,Male,Nord,https://en.uesp.net/wiki/Online:Captain_Murthin
Muruddal,Male,Khajiit,https://en.uesp.net/wiki/Online:Muruddal
Murudius,Male,Imperial,https://en.uesp.net/wiki/Morrowind:Murudius_Flaeus
Murudius,Male,Imperial,https://en.uesp.net/wiki/Online:Murudius_Atticus
Murudius Atticus,Male,Imperial,https://en.uesp.net/wiki/Online:Murudius_Atticus
Murudius Flaeus,Male,Imperial,https://en.uesp.net/wiki/Morrowind:Murudius_Flaeus
Murug,NA,Orc,https://en.uesp.net/wiki/Morrowind:Bulak_gra-Murug
Murug,NA,Orc,https://en.uesp.net/wiki/Online:Lig_gra-Murug
Murukh,Male,Orc,https://en.uesp.net/wiki/Online:Murukh
Muruna,Female,Redguard,NA
Muruuna,Male,Redguard,https://en.uesp.net/wiki/Online:Muruuna
Murz,NA,Orc,https://en.uesp.net/wiki/Morrowind:Shagdub_gra-Murz
Murzaga,Female,Orc,https://en.uesp.net/wiki/Online:Murzaga_gra-Ghorn
Murzaga gra-Ghorn,Female,Orc,https://en.uesp.net/wiki/Online:Murzaga_gra-Ghorn
Murzgut,Female,Orc,https://en.uesp.net/wiki/Online:Murzgut
Murzog,Female,Orc,https://en.uesp.net/wiki/Blades:Murzog
Murzog,Male,Orc,https://en.uesp.net/wiki/Online:Murzog
Murzol,Male,Orc,https://en.uesp.net/wiki/Morrowind:Murzol_gro-Ulfimph
Murzol gro-Ulfimph,Male,Orc,https://en.uesp.net/wiki/Morrowind:Murzol_gro-Ulfimph
Murzush,Female,Orc,https://en.uesp.net/wiki/Morrowind:Murzush_gra-Bulfim
Murzush gra-Bulfim,Female,Orc,https://en.uesp.net/wiki/Morrowind:Murzush_gra-Bulfim
Mus,Male,Imperial,https://en.uesp.net/wiki/Bloodmoon:Mus_Roscius
Mus Roscius,Male,Imperial,https://en.uesp.net/wiki/Bloodmoon:Mus_Roscius
Mus-Manul,NA,Dunmer,https://en.uesp.net/wiki/Lore:The_Five_Far_Stars
Musa,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Musa_Yahaz
Musa Yahaz,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Musa_Yahaz
Musan,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Musan_Zaintashara
Musan Zaintashara,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Musan_Zaintashara
Mush-Jekka,Male,Argonian,https://en.uesp.net/wiki/Online:Mush-Jekka
Mush-Mere,Male,Argonian,https://en.uesp.net/wiki/Morrowind:Mush-Mere
Mush-Shei,Male,Argonian,https://en.uesp.net/wiki/Online:Mush-Shei
Mushgah,Male,Redguard,https://en.uesp.net/wiki/Online:Mushgah
Musician,NA,NA,https://en.uesp.net/wiki/Online:Musician
Musilchiotus,NA,Imperial,https://en.uesp.net/wiki/Morrowind:Levus_Musilchiotus
Musius,Male,Imperial,https://en.uesp.net/wiki/Online:Musius
Muslabeh,Male,Khajiit,https://en.uesp.net/wiki/Online:Muslabeh
Muslabliz,Male,Khajiit,https://en.uesp.net/wiki/Online:Muslabliz
Muspidius,NA,Imperial,https://en.uesp.net/wiki/Morrowind:Pilper_Muspidius
Mussillius,NA,Imperial,https://en.uesp.net/wiki/Morrowind:Lassinia_Mussillius
Mut,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Mut_Urshan-Adairan
Mut Urshan-Adairan,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Mut_Urshan-Adairan
Mutei,Female,Argonian,https://en.uesp.net/wiki/Online:Mutei
Muth Gnaar Monk,NA,NA,https://en.uesp.net/wiki/Online:Muth_Gnaar_Monk
Muurine,Female,Altmer,https://en.uesp.net/wiki/Shivering:Muurine
Muvis,Male,Dunmer,https://en.uesp.net/wiki/Morrowind:Muvis_Moran
Muvis Moran,Male,Dunmer,https://en.uesp.net/wiki/Morrowind:Muvis_Moran
Muvrulea,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Muvrulea_Daryon
Muvrulea Daryon,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Muvrulea_Daryon
Muvulrea,NA,Dunmer,https://en.uesp.net/wiki/Online:Adept_Muvrulea
Muz-Gei,Female,Argonian,https://en.uesp.net/wiki/Online:Muz-Gei
Muz-Medul,Female,Argonian,https://en.uesp.net/wiki/Online:Muz-Medul
Muz-Muz,Female,Argonian,https://en.uesp.net/wiki/Online:Muz-Muz
Muz-Ra,Female,Argonian,https://en.uesp.net/wiki/Morrowind:Muz-Ra
Muz-Shah,Male,Argonian,https://en.uesp.net/wiki/Online:Muz-Shah
Muzb,Male,Orc,https://en.uesp.net/wiki/Online:Muzb
Muzbar,Male,Orc,https://en.uesp.net/wiki/Online:Sergeant_Muzbar
Muzdrulz,Male,Orc,https://en.uesp.net/wiki/Online:Muzdrulz
Muzgalg,Male,Orc,https://en.uesp.net/wiki/Online:Muzgalg
Muzgash,Male,Orc,https://en.uesp.net/wiki/Online:War_Captain_Muzgash
Muzgob,NA,Orc,https://en.uesp.net/wiki/Morrowind:Sharn_gra-Muzgob
Muzgol,NA,Orc,https://en.uesp.net/wiki/Oblivion:Ghola_gro-Muzgol
Muzgonk,Male,Orc,https://en.uesp.net/wiki/Morrowind:Muzgonk_gro-Borbog
Muzgonk gro-Borbog,Male,Orc,https://en.uesp.net/wiki/Morrowind:Muzgonk_gro-Borbog
Muzgraga,Female,Orc,https://en.uesp.net/wiki/Online:Muzgraga_gra-Khambol
Muzgraga gra-Khambol,Female,Orc,https://en.uesp.net/wiki/Online:Muzgraga_gra-Khambol
Muzgu,Male,Orc,https://en.uesp.net/wiki/Online:Master_Muzgu
Muzgub,NA,Orc,https://en.uesp.net/wiki/Morrowind:Garothmuk_gro-Muzgub
Muzgur,NA,Orc,https://en.uesp.net/wiki/Morrowind:Yam_gro-Muzgur
Muzgurbesh,Female,Orc,https://en.uesp.net/wiki/Online:Muzgurbesh
Muzogu,Male,Orc,https://en.uesp.net/wiki/Online:Muzogu
Muzuli,Female,Khajiit,https://en.uesp.net/wiki/Online:Muzuli
Muzur,Male,Khajiit,https://en.uesp.net/wiki/Online:Muzur
Muzzi,Male,Khajiit,https://en.uesp.net/wiki/Online:Muzzi
Myame,Male,Redguard,https://en.uesp.net/wiki/Online:Sir_Myame
Myl,Male,Dunmer,https://en.uesp.net/wiki/Online:Myl_Falas
Myl Falas,Male,Dunmer,https://en.uesp.net/wiki/Online:Myl_Falas
Mylenne,Female,Breton,https://en.uesp.net/wiki/Online:Mylenne
Mylis,Female,Dunmer,https://en.uesp.net/wiki/Online:Mylis
Mylo Bertault,Male,Breton,https://en.uesp.net/wiki/Online:Mylo_Bertault
Myn,Female,Dunmer,https://en.uesp.net/wiki/Online:Myn_Marano
Myn,Male,Breton,https://en.uesp.net/wiki/Tribunal:Myn_Farr
Myn Farr,Male,Breton,https://en.uesp.net/wiki/Tribunal:Myn_Farr
Myn Marano,Female,Dunmer,https://en.uesp.net/wiki/Online:Myn_Marano
Mynar Igna,NA,Deadra,https://en.uesp.net/wiki/Online:Mynar_Igna
Mynar Metron,NA,Deadra,https://en.uesp.net/wiki/Online:Mynar_Metron
Myndhal,NA,NA,https://en.uesp.net/wiki/Online:Myndhal
Mynisera,Female,Breton,https://en.uesp.net/wiki/Daggerfall:Mynisera
Myriame,Female,Breton,https://en.uesp.net/wiki/Online:Myriame_Charmax
Myriame Charmax,Female,Breton,https://en.uesp.net/wiki/Online:Myriame_Charmax
Myric,Male,Breton,https://en.uesp.net/wiki/Online:Sir_Myric_DeYonge
Mysilakhet,NA,Deadra,https://en.uesp.net/wiki/Online:Mysilakhet
Mysissa,NA,Deadra,https://en.uesp.net/wiki/Online:Mysissa
Mysteries-of-Trees,Female,Argonian,https://en.uesp.net/wiki/Online:Mysteries-of-Trees
Mystery of Talara,Female,Breton,https://en.uesp.net/wiki/Lore:Mystery_of_Talara
Myvryna,Female,Dunmer,https://en.uesp.net/wiki/Oblivion:Myvryna_Arano
Myvryna Arano,Female,Dunmer,https://en.uesp.net/wiki/Oblivion:Myvryna_Arano
Myx,NA,Deadra,https://en.uesp.net/wiki/Online:Filer_Myx
Na'ila,Female,Redguard,NA
Na'jhargo,Male,Khajiit,https://en.uesp.net/wiki/Online:Na%27jhargo
Na'ruzz,Male,Khajiit,https://en.uesp.net/wiki/Online:Na%27ruzz_the_Boneweaver
Na'ruzz the Boneweaver,Male,Khajiit,https://en.uesp.net/wiki/Online:Na%27ruzz_the_Boneweaver
Na-Kesh,Female,Argonian,https://en.uesp.net/wiki/Online:Tree-Minder_Na-Kesh
Naahin,Female,Khajiit,NA
Naahni,Female,Khajiit,NA
Naalielir,Female,Altmer,https://en.uesp.net/wiki/Online:Naalielir
Naalirnenil,Male,Altmer,https://en.uesp.net/wiki/Online:Professor_Naalirnenil
Naamah,Female,Khajiit,https://en.uesp.net/wiki/Online:Zukki-dar
Naanelore,Male,Altmer,https://en.uesp.net/wiki/Online:Naanelore
Naaniel,Female,Altmer,https://en.uesp.net/wiki/Online:Naaniel
Naanirfalion,Male,Altmer,https://en.uesp.net/wiki/Online:Naanirfalion
Naar,Male,Khajiit,NA
Naarcaano,Male,Altmer,https://en.uesp.net/wiki/Online:Naarcaano
Naarendras,Female,Bosmer,https://en.uesp.net/wiki/Online:Naarendras
Naarifin,Male,Altmer,https://en.uesp.net/wiki/Legends:Characters
Naarifin,Female,Bosmer,https://en.uesp.net/wiki/Oblivion:Naarifin
Naaril,Male,Altmer,https://en.uesp.net/wiki/Online:Naaril
Naarwe,Male,Altmer,https://en.uesp.net/wiki/Online:Naarwe
Nabal-dar,Male,Khajiit,https://en.uesp.net/wiki/Online:Nabal-dar
Naballi,Female,Khajiit,https://en.uesp.net/wiki/Online:Naballi
Nabar,Male,Redguard,https://en.uesp.net/wiki/Online:Nabar
Nabar,Male,Khajiit,NA
Nabari,NA,Dunmer,https://en.uesp.net/wiki/Online:Nabari_Narpal
Nabari Narpal,NA,Dunmer,https://en.uesp.net/wiki/Online:Nabari_Narpal
Nabayir,Male,Redguard,https://en.uesp.net/wiki/Online:Lord_Nabayir
Nabdanir,Male,Redguard,https://en.uesp.net/wiki/Online:Nabdanir
Nabdi,Female,Khajiit,https://en.uesp.net/wiki/Online:Nabdi
Nabeenam,Male,Redguard,https://en.uesp.net/wiki/Online:Smith_Nabeenam
Nabeenim,Female,Redguard,https://en.uesp.net/wiki/Online:Nabeenim
Nabiha,Female,Khajiit,https://en.uesp.net/wiki/Online:Nabiha
Nabil,Male,Khajiit,NA
Nabina-ko,Female,Khajiit,https://en.uesp.net/wiki/Online:Nabina-ko
Nabira,Female,Khajiit,https://en.uesp.net/wiki/Online:Nabira
Naborius,NA,Imperial,https://en.uesp.net/wiki/Online:Sergeant_Naborius
Nabshuq,Male,Redguard,https://en.uesp.net/wiki/Online:Nabshuq
Naburr,Male,Khajiit,https://en.uesp.net/wiki/Online:Naburr
Nachael,Male,Redguard,https://en.uesp.net/wiki/Morrowind:Nachael
Nackles,Male,Dunmer,"https://en.uesp.net/wiki/Lore:Fools%27_Ebony,_Part_the_Oneth"
Nadafa,Female,Redguard,https://en.uesp.net/wiki/Online:Nadafa
Nadahi,Female,Khajiit,https://en.uesp.net/wiki/Online:Nadahi
Nadama,Female,Khajiit,https://en.uesp.net/wiki/Online:Nadama
Nadar,Male,Redguard,https://en.uesp.net/wiki/Online:Master_Nadar
Nadara,Male,Khajiit,https://en.uesp.net/wiki/Online:Nadara
Nadari-dra,Female,Khajiit,https://en.uesp.net/wiki/Online:Nadari-dra
Naddewan,NA,NA,https://en.uesp.net/wiki/Online:Naddewan
Naddoh,Male,Redguard,https://en.uesp.net/wiki/Online:Naddoh
Naddu,Male,Dunmer,https://en.uesp.net/wiki/Online:Naddu_Indoril
Naddu Indoril,Male,Dunmer,https://en.uesp.net/wiki/Online:Naddu_Indoril
Nadene,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Nadene_Rotheran
Nadene Rotheran,Female,Dunmer,https://en.uesp.net/wiki/Morrowind:Nadene_Rotheran
Nader,Male,Khajiit,NA
Nadie,NA,Dunmer,https://en.uesp.net/wiki/Online:Nadie_Darvel
Nadie Darvel,NA,Dunmer,https://en.uesp.net/wiki/Online:Nadie_Darvel
Nadim,Male,Redguard,https://en.uesp.net/wiki/Online:Nadim
Nadine,Female,Breton,https://en.uesp.net/wiki/Online:Nadine_Rielle
Nadine Rielle,Female,Breton,https://en.uesp.net/wiki/Online:Nadine_Rielle
Nadira,Female,Redguard,https://en.uesp.net/wiki/Online:Scout_Nadira
Nadofah,Female,Redguard,https://en.uesp.net/wiki/Online:Nadofah
Nadonil,Male,Altmer,https://en.uesp.net/wiki/Online:Nadonil
Nadram,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Mavis_Nadram
Nadras,Male,Dunmer,https://en.uesp.net/wiki/Online:Nadras_Hlor
Nadras Hlor,Male,Dunmer,https://en.uesp.net/wiki/Online:Nadras_Hlor
Nads,Male,Dunmer,https://en.uesp.net/wiki/Morrowind:Nads_Tharen
Nads Tharen,Male,Dunmer,https://en.uesp.net/wiki/Morrowind:Nads_Tharen
Nadshanam,Male,Redguard,https://en.uesp.net/wiki/Online:Private_Nadshanam
Nadul,Male,Khajiit,NA
Nadus,NA,Dunmer,https://en.uesp.net/wiki/Morrowind:Ienas_Nadus
Nadus,NA,Dunmer,https://en.uesp.net/wiki/Online:Cylben_Nadus
Nadwa,Female,Redguard,https://en.uesp.net/wiki/Online:Nadwa
Nadya,Female,Nord,https://en.uesp.net/wiki/Online:Nadya_(Nord)
Nadya,Female,Redguard,https://en.uesp.net/wiki/Online:Nadya_(Redguard)
Nadyashana,Female,Redguard,https://en.uesp.net/wiki/Online:Nadyashana
Naeed,Male,Redguard,https://en.uesp.net/wiki/Online:The_Revered_Naeed
Naeem,Male,Redguard,https://en.uesp.net/wiki/Online:Naeem
Nael,Female,Bosmer,https://en.uesp.net/wiki/Morrowind:Nael
Nael,Male,Breton,https://en.uesp.net/wiki/Online:Nael
Naeldil,Female,Bosmer,https://en.uesp.net/wiki/Online:Naeldil
Naelendir,NA,NA,https://en.uesp.net/wiki/Online:Naelendir
Naemon,Male,Altmer,https://en.uesp.net/wiki/Lore:The_Improved_Emperor%27s_Guide_to_Tamriel/Summerset_Isles
Naemon,Male,Altmer,https://en.uesp.net/wiki/Online:Prince_Naemon
Naer,Female,Nord,https://en.uesp.net/wiki/Online:Naer
Naeraizozan,NA,Deadra,https://en.uesp.net/wiki/Online:Naeraizozan
Naerion,Female,Bosmer,https://en.uesp.net/wiki/Online:Naerion
Naeronel,Female,Bosmer,https://en.uesp.net/wiki/Online:Naeronel
Naerorien,Female,Bosmer,https://en.uesp.net/wiki/Online:Naerorien
Naeruuna,Female,Altmer,https://en.uesp.net/wiki/Online:Naeruuna
Nafarion,Male,Altmer,https://en.uesp.net/wiki/Online:Nafarion
Nafefta,Female,Redguard,https://en.uesp.net/wiki/Online:Nafefta
Nafeliz,Female,Khajiit,NA
Nafiryaamo,Male,Altmer,https://en.uesp.net/wiki/Online:Nafiryaamo
Nafobia,Female,Redguard,https://en.uesp.net/wiki/Online:Nafobia
Nafyeyor,Male,Altmer,https://en.uesp.net/wiki/Online:Scout_Nafyeyor
Nafyromir,Male,Altmer,https://en.uesp.net/wiki/Online:Nafyromir
Nafzileh,Male,Redguard,https://en.uesp.net/wiki/Online:Nafzileh
Nag,Male,Orc,https://en.uesp.net/wiki/Morrowind:Nag_gro-Shumba
Nag gro-Shumba,Male,Orc,https://en.uesp.net/wiki/Morrowind:Nag_gro-Shumba
Naga,NA,Argonian,https://en.uesp.net/wiki/Lore:Naga
Nagaddu,Male,Khajiit,https://en.uesp.net/wiki/Online:Nagaddu
Nagarra,Female,Khajiit,https://en.uesp.net/wiki/Online:Nagarra
Nagh,Male,Khajiit,https://en.uesp.net/wiki/Legends:Characters
Naglanor,Male,Bosmer,https://en.uesp.net/wiki/Online:Naglanor
Nagledrin,Male,Bosmer,https://en.uesp.net/wiki/Online:Scout_Nagledrin
Nagluneh,Female,Redguard,https://en.uesp.net/wiki/Online:Nagluneh
